,Index,LMPBDS03
2325,2013-09-05,1019
2326,2013-09-06,1172
2327,2013-09-09,1067
2328,2013-09-10,926
2329,2013-09-11,1079
2330,2013-09-12,1883
2331,2013-09-13,2042
2332,2013-09-16,1794
2333,2013-09-17,2005
2334,2013-09-18,11802
2335,2013-09-19,1658
2336,2013-09-20,1508
2337,2013-09-23,1844
2338,2013-09-24,1070
2339,2013-09-25,1621
2340,2013-09-26,1443
2341,2013-09-27,1696
2342,2013-09-30,1293
2343,2013-10-01,3231
2344,2013-10-02,3382
2345,2013-10-03,915
2346,2013-10-04,2047
2347,2013-10-07,656
2348,2013-10-08,1333
2349,2013-10-09,982
2350,2013-10-10,943
2351,2013-10-11,1165
2352,2013-10-14,1979
2353,2013-10-15,6399
2354,2013-10-16,1549
2355,2013-10-17,1897
2356,2013-10-18,1957
2357,2013-10-21,1449
2358,2013-10-22,1251
2359,2013-10-23,1394
2360,2013-10-24,880
2361,2013-10-25,2731
2362,2013-10-28,1439
2363,2013-10-29,1041
2364,2013-10-30,1064
2365,2013-10-31,1925
2366,2013-11-01,3030
2367,2013-11-04,1563
2368,2013-11-05,868
2369,2013-11-06,838
2370,2013-11-07,1160
2371,2013-11-08,1555
2372,2013-11-11,917
2373,2013-11-12,1274
2374,2013-11-13,1444
2375,2013-11-14,1237
2376,2013-11-15,2067
2377,2013-11-18,1355
2378,2013-11-19,6537
2379,2013-11-20,1151
2380,2013-11-21,1589
2381,2013-11-22,1687
2382,2013-11-25,1309
2383,2013-11-26,1041
2384,2013-11-27,1449
2385,2013-11-28,963
2386,2013-11-29,1337
2387,2013-12-02,1250
2388,2013-12-03,1608
2389,2013-12-04,960
2390,2013-12-05,866
2391,2013-12-06,1030
2392,2013-12-09,1077
2393,2013-12-10,1531
2394,2013-12-11,1127
2395,2013-12-12,1721
2396,2013-12-13,1305
2397,2013-12-16,1152
2398,2013-12-17,2660
2399,2013-12-18,1419
2400,2013-12-19,15749
2401,2013-12-20,1315
2402,2013-12-23,2148
2403,2013-12-24,2149
2404,2013-12-27,1392
2405,2013-12-30,1361
2406,2013-12-31,1935
2407,2014-01-02,1260
2408,2014-01-03,1221
2409,2014-01-06,698
2410,2014-01-07,2170
2411,2014-01-08,1294
2412,2014-01-09,1676
2413,2014-01-10,1440
2414,2014-01-13,2330
2415,2014-01-14,3034
2416,2014-01-15,1288
2417,2014-01-16,8042
2418,2014-01-17,839
2419,2014-01-20,644
2420,2014-01-21,1075
2421,2014-01-22,1905
2422,2014-01-23,1382
2423,2014-01-24,1259
2424,2014-01-27,1033
2425,2014-01-28,1625
2426,2014-01-29,1254
2427,2014-01-30,1490
2428,2014-01-31,2299
2429,2014-02-03,1462
2430,2014-02-04,1425
2431,2014-02-05,1808
2432,2014-02-06,2027
2433,2014-02-07,1086
2434,2014-02-10,1139
2435,2014-02-11,1617
2436,2014-02-12,2159
2437,2014-02-13,1330
2438,2014-02-14,1337
2439,2014-02-17,820
2440,2014-02-18,1054
2441,2014-02-19,1601
2442,2014-02-20,992
2443,2014-02-21,11266
2444,2014-02-24,1150
2445,2014-02-25,1310
2446,2014-02-26,1701
2447,2014-02-27,2321
2448,2014-02-28,1309
2449,2014-03-03,1875
2450,2014-03-04,1915
2451,2014-03-05,1797
2452,2014-03-06,1485
2453,2014-03-07,2558
2454,2014-03-10,2019
2455,2014-03-11,2511
2456,2014-03-12,1881
2457,2014-03-13,1506
2458,2014-03-14,2281
2459,2014-03-17,1841
2460,2014-03-18,15741
2461,2014-03-19,1669
2462,2014-03-20,1066
2463,2014-03-21,1321
2464,2014-03-24,428
2465,2014-03-25,1647
2466,2014-03-26,1315
2467,2014-03-27,920
2468,2014-03-28,1377
2469,2014-03-31,971
2470,2014-04-01,1870
2471,2014-04-02,1669
2472,2014-04-03,1626
2473,2014-04-04,1677
2474,2014-04-07,2681
2475,2014-04-08,868
2476,2014-04-09,1590
2477,2014-04-10,3071
2478,2014-04-11,2070
2479,2014-04-14,1651
2480,2014-04-15,1239
2481,2014-04-16,10660
2482,2014-04-17,1393
2483,2014-04-22,1542
2484,2014-04-23,1438
2485,2014-04-24,1407
2486,2014-04-25,1270
2487,2014-04-28,2120
2488,2014-04-29,1704
2489,2014-04-30,1141
2490,2014-05-01,1377
2491,2014-05-02,1595
2492,2014-05-06,910
2493,2014-05-07,1312
2494,2014-05-08,1445
2495,2014-05-09,1699
2496,2014-05-12,1430
2497,2014-05-13,1146
2498,2014-05-14,1455
2499,2014-05-15,1599
2500,2014-05-19,1734
2501,2014-05-20,8056
2502,2014-05-21,1349
2503,2014-05-22,978
2504,2014-05-23,1634
2505,2014-05-27,957
2506,2014-05-28,1132
2507,2014-05-29,1865
2508,2014-05-30,2397
2509,2014-06-02,1256
2510,2014-06-03,1341
2511,2014-06-04,2325
2512,2014-06-05,1660
2513,2014-06-06,2643
2514,2014-06-09,2000
2515,2014-06-10,1386
2516,2014-06-11,1664
2517,2014-06-12,2749
2518,2014-06-13,3339
2519,2014-06-16,1102
2520,2014-06-17,12931
2521,2014-06-18,830
2522,2014-06-19,1023
2523,2014-06-20,1703
2524,2014-06-23,3083
2525,2014-06-24,1913
2526,2014-06-25,1614
2527,2014-06-26,1078
2528,2014-06-27,1565
2529,2014-06-30,1780
2530,2014-07-01,1440
2531,2014-07-02,2178
2532,2014-07-03,1842
2533,2014-07-04,2352
2534,2014-07-07,1145
2535,2014-07-08,1641
2536,2014-07-09,1156
2537,2014-07-10,1337
2538,2014-07-11,2213
2539,2014-07-14,1334
2540,2014-07-15,6729
2541,2014-07-16,1344
2542,2014-07-17,1383
2543,2014-07-18,1915
2544,2014-07-21,1307
2545,2014-07-22,1567
2546,2014-07-23,1484
2547,2014-07-24,2037
2548,2014-07-25,3701
2549,2014-07-28,1720
2550,2014-07-29,1932
2551,2014-07-30,1539
2552,2014-07-31,1727
2553,2014-08-01,1907
2554,2014-08-04,2076
2555,2014-08-05,1461
2556,2014-08-06,891
2557,2014-08-07,2239
2558,2014-08-08,2593
2559,2014-08-11,1284
2560,2014-08-12,1491
2561,2014-08-13,1832
2562,2014-08-14,1324
2563,2014-08-15,1840
2564,2014-08-18,834
2565,2014-08-19,9410
2566,2014-08-20,1333
2567,2014-08-21,1326
2568,2014-08-22,1911
2569,2014-08-26,1201
2570,2014-08-27,930
2571,2014-08-28,1532
2572,2014-08-29,1826
2573,2014-09-01,865
2574,2014-09-02,1108
2575,2014-09-03,1537
2576,2014-09-04,1170
2577,2014-09-05,1303
2578,2014-09-08,1355
2579,2014-09-09,2460
2580,2014-09-10,1814
2581,2014-09-11,1258
2582,2014-09-12,1272
2583,2014-09-15,1774
2584,2014-09-16,1563
2585,2014-09-17,14231
2586,2014-09-18,1565
2587,2014-09-19,962
2588,2014-09-22,1701
2589,2014-09-23,1103
2590,2014-09-24,833
2591,2014-09-25,1228
2592,2014-09-26,932
2593,2014-09-29,1171
2594,2014-09-30,1577
2595,2014-10-01,1090
2596,2014-10-02,1632
2597,2014-10-03,1656
2598,2014-10-06,886
2599,2014-10-07,1646
2600,2014-10-08,1145
2601,2014-10-09,1187
2602,2014-10-10,1620
2603,2014-10-13,1243
2604,2014-10-14,1685
2605,2014-10-15,2370
2606,2014-10-16,1767
2607,2014-10-17,1927
2608,2014-10-20,568
2609,2014-10-21,7274
2610,2014-10-22,1303
2611,2014-10-23,803
2612,2014-10-24,1569
2613,2014-10-27,1078
2614,2014-10-28,1036
2615,2014-10-29,838
2616,2014-10-30,981
2617,2014-10-31,1874
2618,2014-11-03,1039
2619,2014-11-04,1240
2620,2014-11-05,1559
2621,2014-11-06,1172
2622,2014-11-07,2083
2623,2014-11-10,1569
2624,2014-11-11,683
2625,2014-11-12,829
2626,2014-11-13,1309
2627,2014-11-14,1822
2628,2014-11-17,1086
2629,2014-11-18,7063
2630,2014-11-19,725
2631,2014-11-20,512
2632,2014-11-21,1236
2633,2014-11-24,929
2634,2014-11-25,1166
2635,2014-11-26,1080
2636,2014-11-27,750
2637,2014-11-28,1994
2638,2014-12-01,945
2639,2014-12-02,2089
2640,2014-12-03,1272
2641,2014-12-04,1737
2642,2014-12-05,999
2643,2014-12-08,1362
2644,2014-12-09,1533
2645,2014-12-10,1097
2646,2014-12-11,2173
2647,2014-12-12,999
2648,2014-12-15,1520
2649,2014-12-16,2634
2650,2014-12-17,2749
2651,2014-12-18,12215
2652,2014-12-19,1428
2653,2014-12-22,1868
2654,2014-12-23,2147
2655,2014-12-24,1177
2656,2014-12-29,1352
2657,2014-12-30,2340
2658,2014-12-31,1365
2659,2015-01-02,1082
2660,2015-01-05,1172
2661,2015-01-06,1817
2662,2015-01-07,2635
2663,2015-01-08,1399
2664,2015-01-09,1929
2665,2015-01-12,2617
2666,2015-01-13,3086
2667,2015-01-14,2737
2668,2015-01-15,6197
2669,2015-01-16,1587
2670,2015-01-19,1304
2671,2015-01-20,1672
2672,2015-01-21,1691
2673,2015-01-22,1207
2674,2015-01-23,1386
2675,2015-01-26,1359
2676,2015-01-27,1806
2677,2015-01-28,1079
2678,2015-01-29,1780
2679,2015-01-30,1401
2680,2015-02-02,847
2681,2015-02-03,1218
2682,2015-02-04,2410
2683,2015-02-05,2363
2684,2015-02-06,801
2685,2015-02-09,1154
2686,2015-02-10,1002
2687,2015-02-11,2189
2688,2015-02-12,1360
2689,2015-02-13,838
2690,2015-02-16,801
2691,2015-02-17,2849
2692,2015-02-18,2644
2693,2015-02-19,736
2694,2015-02-20,9198
2695,2015-02-23,1006
2696,2015-02-24,1199
2697,2015-02-25,2232
2698,2015-02-26,2975
2699,2015-02-27,1960
2700,2015-03-02,1461
2701,2015-03-03,1366
2702,2015-03-04,1212
2703,2015-03-05,2414
2704,2015-03-06,3997
2705,2015-03-09,1819
2706,2015-03-10,1126
2707,2015-03-11,1440
2708,2015-03-12,926
2709,2015-03-13,2540
2710,2015-03-16,1909
2711,2015-03-17,11355
2712,2015-03-18,2942
2713,2015-03-19,2207
2714,2015-03-20,3416
2715,2015-03-23,2374
2716,2015-03-24,2570
2717,2015-03-25,2008
2718,2015-03-26,1409
2719,2015-03-27,1635
2720,2015-03-30,731
2721,2015-03-31,1503
2722,2015-04-01,1973
2723,2015-04-02,2508
2724,2015-04-07,2114
2725,2015-04-08,1897
2726,2015-04-09,2077
2727,2015-04-10,2530
2728,2015-04-13,2276
2729,2015-04-14,2342
2730,2015-04-15,10890
2731,2015-04-16,2289
2732,2015-04-17,1586
2733,2015-04-20,1506
2734,2015-04-21,1337
2735,2015-04-22,1648
2736,2015-04-23,1423
2737,2015-04-24,1641
2738,2015-04-27,1453
2739,2015-04-28,1195
2740,2015-04-29,1054
2741,2015-04-30,1901
2742,2015-05-01,1383
2743,2015-05-05,1046
2744,2015-05-06,1597
2745,2015-05-07,1742
2746,2015-05-08,3321
2747,2015-05-11,1273
2748,2015-05-12,1429
2749,2015-05-13,1407
2750,2015-05-14,2189
2751,2015-05-15,2242
2752,2015-05-18,989
2753,2015-05-19,7712
2754,2015-05-20,1558
2755,2015-05-21,1612
2756,2015-05-22,2052
2757,2015-05-26,1088
2758,2015-05-27,503
2759,2015-05-28,1473
2760,2015-05-29,2281
2761,2015-06-01,1715
2762,2015-06-02,1244
2763,2015-06-03,1039
2764,2015-06-04,691
2765,2015-06-05,1915
2766,2015-06-08,1382
2767,2015-06-09,1316
2768,2015-06-10,1808
2769,2015-06-11,2092
2770,2015-06-12,3297
2771,2015-06-15,2515
2772,2015-06-16,11649
2773,2015-06-17,1045
2774,2015-06-18,1376
2775,2015-06-19,2290
2776,2015-06-22,813
2777,2015-06-23,971
2778,2015-06-24,1000
2779,2015-06-25,983
2780,2015-06-26,1574
2781,2015-06-29,1214
2782,2015-06-30,1300
2783,2015-07-01,1358
2784,2015-07-02,1349
2785,2015-07-03,1598
2786,2015-07-06,1215
2787,2015-07-07,1212
2788,2015-07-08,1551
2789,2015-07-09,1335
2790,2015-07-10,2047
2791,2015-07-13,1693
2792,2015-07-14,1819
2793,2015-07-15,1741
2794,2015-07-16,1907
2795,2015-07-17,2007
2796,2015-07-20,920
2797,2015-07-21,8731
2798,2015-07-22,961
2799,2015-07-23,1242
2800,2015-07-24,2274
2801,2015-07-27,1861
2802,2015-07-28,1028
2803,2015-07-29,1050
2804,2015-07-30,1247
2805,2015-07-31,1479
2806,2015-08-03,1391
2807,2015-08-04,1346
2808,2015-08-05,1234
2809,2015-08-06,1335
2810,2015-08-07,2045
2811,2015-08-10,964
2812,2015-08-11,1283
2813,2015-08-12,2737
2814,2015-08-13,776
2815,2015-08-14,1348
2816,2015-08-17,820
2817,2015-08-18,9303
2818,2015-08-19,1250
2819,2015-08-20,909
2820,2015-08-21,1565
2821,2015-08-24,2053
2822,2015-08-25,1803
2823,2015-08-26,1514
2824,2015-08-27,2132
2825,2015-08-28,2573
2826,2015-09-01,1389
2827,2015-09-02,1447
2828,2015-09-03,916
2829,2015-09-04,1458
2830,2015-09-07,741
2831,2015-09-08,1362
2832,2015-09-09,1190
2833,2015-09-10,1535
2834,2015-09-11,1606
2835,2015-09-14,1357
2836,2015-09-15,879
2837,2015-09-16,13958
2838,2015-09-17,819
2839,2015-09-18,1047
2840,2015-09-21,1048
2841,2015-09-22,1509
2842,2015-09-23,1112
2843,2015-09-24,1852
2844,2015-09-25,2120
2845,2015-09-28,1577
2846,2015-09-29,2042
2847,2015-09-30,1591
2848,2015-10-01,1814
2849,2015-10-02,2838
2850,2015-10-05,1164
2851,2015-10-06,1306
2852,2015-10-07,1654
2853,2015-10-08,976
2854,2015-10-09,3460
2855,2015-10-12,1490
2856,2015-10-13,1419
2857,2015-10-14,1769
2858,2015-10-15,1918
2859,2015-10-16,2929
2860,2015-10-19,1168
2861,2015-10-20,9599
2862,2015-10-21,1284
2863,2015-10-22,1419
2864,2015-10-23,1933
2865,2015-10-26,822
2866,2015-10-27,839
2867,2015-10-28,1274
2868,2015-10-29,1222
2869,2015-10-30,2598
2870,2015-11-02,1444
2871,2015-11-03,1238
2872,2015-11-04,1386
2873,2015-11-05,2058
2874,2015-11-06,2466
2875,2015-11-09,959
2876,2015-11-10,1967
2877,2015-11-11,1415
2878,2015-11-12,1034
2879,2015-11-13,1720
2880,2015-11-16,876
2881,2015-11-17,7907
2882,2015-11-18,1801
2883,2015-11-19,1304
2884,2015-11-20,1836
2885,2015-11-23,1357
2886,2015-11-24,1780
2887,2015-11-25,1034
2888,2015-11-26,1059
2889,2015-11-27,1350
2890,2015-11-30,1315
2891,2015-12-01,1556
2892,2015-12-02,1887
2893,2015-12-03,1421
2894,2015-12-04,2419
2895,2015-12-07,1731
2896,2015-12-08,1763
2897,2015-12-09,1676
2898,2015-12-10,1642
2899,2015-12-11,1594
2900,2015-12-14,1284
2901,2015-12-15,2502
2902,2015-12-16,14007
2903,2015-12-17,1603
2904,2015-12-18,1823
2905,2015-12-21,1300
2906,2015-12-22,1121
2907,2015-12-23,1367
2908,2015-12-24,847
2909,2015-12-29,1167
2910,2015-12-30,1208
2911,2015-12-31,1321
2912,2016-01-04,1114
2913,2016-01-05,851
2914,2016-01-06,1339
2915,2016-01-07,2484
2916,2016-01-08,1477
2917,2016-01-11,1682
2918,2016-01-12,1058
2919,2016-01-13,1150
2920,2016-01-14,1219
2921,2016-01-15,1122
2922,2016-01-18,907
2923,2016-01-19,1087
2924,2016-01-20,7839
2925,2016-01-21,1049
2926,2016-01-22,994
2927,2016-01-25,858
2928,2016-01-26,1161
2929,2016-01-27,945
2930,2016-01-28,1602
2931,2016-01-29,2035
2932,2016-02-01,1295
2933,2016-02-03,3799
2934,2016-02-04,2565
2935,2016-02-05,2498
2936,2016-02-08,1457
2937,2016-02-09,2989
2938,2016-02-10,1376
2939,2016-02-11,1586
2940,2016-02-12,1577
2941,2016-02-15,2098
2942,2016-02-16,2876
2943,2016-02-17,1693
2944,2016-02-18,13129
2945,2016-02-19,1685
2946,2016-02-22,1308
2947,2016-02-23,1995
2948,2016-02-24,1643
2949,2016-02-25,983
2950,2016-02-26,2137
2951,2016-02-29,1440
2952,2016-03-01,982
2953,2016-03-02,1344
2954,2016-03-03,1204
2955,2016-03-04,2356
2956,2016-03-07,1803
2957,2016-03-08,1808
2958,2016-03-09,1185
2959,2016-03-10,1113
2960,2016-03-11,1889
2961,2016-03-14,1080
2962,2016-03-15,14944
2963,2016-03-16,866
2964,2016-03-17,1104
2965,2016-03-18,1318
2966,2016-03-21,651
2967,2016-03-22,560
2968,2016-03-23,953
2969,2016-03-24,1062
2970,2016-03-29,1332
2971,2016-03-30,969
2972,2016-03-31,2587
2973,2016-04-01,1274
2974,2016-04-04,1416
2975,2016-04-05,1694
2976,2016-04-06,1122
2977,2016-04-07,1444
2978,2016-04-08,680
2979,2016-04-11,1135
2980,2016-04-12,1608
2981,2016-04-13,1865
2982,2016-04-14,1244
2983,2016-04-15,1392
2984,2016-04-18,1049
2985,2016-04-19,1015
2986,2016-04-20,9113
2987,2016-04-21,1524
2988,2016-04-22,1224
2989,2016-04-25,955
2990,2016-04-26,738
2991,2016-04-27,653
2992,2016-04-28,880
2993,2016-04-29,2195
2994,2016-05-03,1546
2995,2016-05-04,598
2996,2016-05-05,1079
2997,2016-05-06,1423
2998,2016-05-09,1010
2999,2016-05-10,1159
3000,2016-05-11,968
3001,2016-05-12,1572
3002,2016-05-13,2271
3003,2016-05-16,950
3004,2016-05-17,8066
3005,2016-05-18,1535
3006,2016-05-19,1715
3007,2016-05-20,2526
3008,2016-05-23,1418
3009,2016-05-24,1294
3010,2016-05-25,1260
3011,2016-05-26,1248
3012,2016-05-27,1691
3013,2016-05-31,723
3014,2016-06-01,1655
3015,2016-06-02,1239
3016,2016-06-03,1633
3017,2016-06-06,821
3018,2016-06-07,1069
3019,2016-06-08,1644
3020,2016-06-09,1021
3021,2016-06-10,1710
3022,2016-06-13,1455
3023,2016-06-14,1159
3024,2016-06-15,1119
3025,2016-06-16,950
3026,2016-06-17,1154
3027,2016-06-20,1079
3028,2016-06-21,9732
3029,2016-06-22,992
3030,2016-06-23,752
3031,2016-06-24,1243
3032,2016-06-27,559
3033,2016-06-28,1265
3034,2016-06-29,1761
3035,2016-06-30,2086
3036,2016-07-01,3948
3037,2016-07-04,1177
3038,2016-07-05,1452
3039,2016-07-06,1256
3040,2016-07-07,760
3041,2016-07-08,1352
3042,2016-07-11,955
3043,2016-07-12,1762
3044,2016-07-13,1544
3045,2016-07-14,1378
3046,2016-07-15,1828
3047,2016-07-18,785
3048,2016-07-19,8415
3049,2016-07-20,1135
3050,2016-07-21,1194
3051,2016-07-22,1861
3052,2016-07-25,964
3053,2016-07-26,862
3054,2016-07-27,1054
3055,2016-07-28,774
3056,2016-07-29,1664
3057,2016-08-01,994
3058,2016-08-02,851
3059,2016-08-03,1516
3060,2016-08-04,1406
3061,2016-08-05,2071
3062,2016-08-08,1166
3063,2016-08-09,1034
3064,2016-08-10,1911
3065,2016-08-11,1004
3066,2016-08-12,1748
3067,2016-08-15,1340
3068,2016-08-16,9182
3069,2016-08-17,1571
3070,2016-08-18,1006
3071,2016-08-19,1462
3072,2016-08-22,1264
3073,2016-08-23,998
3074,2016-08-24,846
3075,2016-08-25,1077
3076,2016-08-26,1190
3077,2016-08-30,787
3078,2016-08-31,1734
3079,2016-09-01,1234
3080,2016-09-02,1231
3081,2016-09-05,1076
3082,2016-09-06,1436
3083,2016-09-07,1070
3084,2016-09-08,1120
3085,2016-09-09,986
3086,2016-09-12,951
3087,2016-09-13,1238
3088,2016-09-14,1610
3089,2016-09-15,988
3090,2016-09-16,1293
3091,2016-09-19,1308
3092,2016-09-20,1341
3093,2016-09-21,17880
3094,2016-09-22,1161
3095,2016-09-23,1085
3096,2016-09-26,842
3097,2016-09-27,1571
3098,2016-09-28,3201
3099,2016-09-29,2664
3100,2016-09-30,3078
3101,2016-10-03,1920
3102,2016-10-04,1564
3103,2016-10-05,1508
3104,2016-10-06,1047
3105,2016-10-07,2847
3106,2016-10-10,1223
3107,2016-10-11,2274
3108,2016-10-12,2251
3109,2016-10-13,1800
3110,2016-10-14,2139
3111,2016-10-17,1037
3112,2016-10-18,9910
3113,2016-10-19,1400
3114,2016-10-20,1416
3115,2016-10-21,1637
3116,2016-10-24,1127
3117,2016-10-25,1253
3118,2016-10-26,1177
3119,2016-10-27,1107
3120,2016-10-28,1617
3121,2016-10-31,1101
3122,2016-11-01,1039
3123,2016-11-02,823
3124,2016-11-03,781
3125,2016-11-04,1075
3126,2016-11-07,966
3127,2016-11-08,1202
3128,2016-11-09,1955
3129,2016-11-10,1106
3130,2016-11-11,1610
3131,2016-11-14,1373
3132,2016-11-15,6100
3133,2016-11-16,1041
3134,2016-11-17,839
3135,2016-11-18,1350
3136,2016-11-21,657
3137,2016-11-22,1095
3138,2016-11-23,988
3139,2016-11-24,1411
3140,2016-11-25,3134
3141,2016-11-28,2188
3142,2016-11-29,3153
3143,2016-11-30,3421
3144,2016-12-01,759
3145,2016-12-02,1069
3146,2016-12-05,874
3147,2016-12-06,1167
3148,2016-12-07,1087
3149,2016-12-08,813
3150,2016-12-09,333
3151,2016-12-12,753
3152,2016-12-13,1350
3153,2016-12-14,1115
3154,2016-12-15,13419
3155,2016-12-16,1056
3156,2016-12-19,1598
3157,2016-12-20,1781
3158,2016-12-21,728
3159,2016-12-22,1637
3160,2016-12-23,1067
3161,2016-12-28,1370
3162,2016-12-29,1469
3163,2016-12-30,983
3164,2017-01-03,1127
3165,2017-01-04,1063
3166,2017-01-05,696
3167,2017-01-06,663
3168,2017-01-09,707
3169,2017-01-10,1289
3170,2017-01-11,1176
3171,2017-01-12,964
3172,2017-01-13,1268
3173,2017-01-16,1409
3174,2017-01-17,1968
3175,2017-01-18,2223
3176,2017-01-19,8395
3177,2017-01-20,1135
3178,2017-01-23,1263
3179,2017-01-24,2222
3180,2017-01-25,1113
3181,2017-01-26,1111
3182,2017-01-27,829
3183,2017-01-30,1353
3184,2017-01-31,1979
3185,2017-02-01,1946
3186,2017-02-02,2672
3187,2017-02-03,964
3188,2017-02-06,802
3189,2017-02-07,741
3190,2017-02-08,1400
3191,2017-02-09,757
3192,2017-02-10,1378
3193,2017-02-13,1518
3194,2017-02-14,941
3195,2017-02-15,1583
3196,2017-02-16,2089
3197,2017-02-17,9538
3198,2017-02-20,803
3199,2017-02-21,1135
3200,2017-02-22,1464
3201,2017-02-23,761
3202,2017-02-24,906
3203,2017-02-27,777
3204,2017-02-28,1223
3205,2017-03-01,1418
3206,2017-03-02,761
3207,2017-03-03,999
3208,2017-03-06,917
3209,2017-03-07,1076
3210,2017-03-08,683
3211,2017-03-09,1166
3212,2017-03-10,1785
3213,2017-03-13,1037
3214,2017-03-14,1540
3215,2017-03-15,1529
3216,2017-03-16,943
3217,2017-03-17,1681
3218,2017-03-20,1029
3219,2017-03-21,11459
3220,2017-03-22,2300
3221,2017-03-23,1429
3222,2017-03-24,2354
3223,2017-03-27,1314
3224,2017-03-28,899
3225,2017-03-29,923
3226,2017-03-30,1313
3227,2017-03-31,1369
3228,2017-04-03,918
3229,2017-04-04,993
3230,2017-04-05,878
3231,2017-04-06,741
3232,2017-04-07,914
3233,2017-04-10,1013
3234,2017-04-11,1788
3235,2017-04-12,865
3236,2017-04-13,1389
3237,2017-04-18,2757
3238,2017-04-19,9857
3239,2017-04-20,1221
3240,2017-04-21,1055
3241,2017-04-24,762
3242,2017-04-25,836
3243,2017-04-26,1004
3244,2017-04-27,936
3245,2017-04-28,1158
3246,2017-05-02,935
3247,2017-05-03,709
3248,2017-05-04,960
3249,2017-05-05,1009
3250,2017-05-08,1349
3251,2017-05-09,876
3252,2017-05-10,1184
3253,2017-05-11,1349
3254,2017-05-12,1771
3255,2017-05-15,840
3256,2017-05-16,7239
3257,2017-05-17,1004
3258,2017-05-18,1205
3259,2017-05-19,1644
3260,2017-05-22,1065
3261,2017-05-24,933
3262,2017-05-25,819
3263,2017-05-26,1232
3264,2017-05-30,1070
3265,2017-05-31,1530
3266,2017-06-01,1052
3267,2017-06-02,1233
3268,2017-06-05,996
3269,2017-06-06,754
3270,2017-06-07,953
3271,2017-06-08,1049
3272,2017-06-09,1760
3273,2017-06-12,1218
3274,2017-06-13,1062
3275,2017-06-14,775
3276,2017-06-15,750
3277,2017-06-16,1083
3278,2017-06-19,942
3279,2017-06-20,12008
3280,2017-06-21,1309
3281,2017-06-22,1820
3282,2017-06-23,2981
3283,2017-06-26,1472
3284,2017-06-27,1534
3285,2017-06-28,1411
3286,2017-06-29,1067
3287,2017-06-30,1482
3288,2017-07-03,1127
3289,2017-07-04,676
3290,2017-07-05,1019
3291,2017-07-06,789
3292,2017-07-07,1148
3293,2017-07-10,1409
3294,2017-07-11,1801
3295,2017-07-12,1284
3296,2017-07-13,815
3297,2017-07-14,1481
3298,2017-07-17,1165
3299,2017-07-18,6138
3300,2017-07-19,1763
3301,2017-07-20,954
3302,2017-07-21,1567
3303,2017-07-24,947
3304,2017-07-25,1173
3305,2017-07-26,884
3306,2017-07-27,1003
3307,2017-07-28,1189
3308,2017-07-31,1148
3309,2017-08-01,941
3310,2017-08-02,1322
3311,2017-08-03,893
3312,2017-08-04,1307
3313,2017-08-07,1542
3314,2017-08-08,1438
3315,2017-08-09,2121
3316,2017-08-10,1302
3317,2017-08-11,1489
3318,2017-08-14,639
3319,2017-08-15,9458
3320,2017-08-16,2233
3321,2017-08-17,2068
3322,2017-08-18,3480
3323,2017-08-21,1513
3324,2017-08-22,1688
3325,2017-08-23,865
3326,2017-08-24,1890
3327,2017-08-25,1781
3328,2017-08-29,1240
3329,2017-08-30,923
3330,2017-08-31,1212
3331,2017-09-01,805
3332,2017-09-04,739
3333,2017-09-05,1126
3334,2017-09-06,1346
3335,2017-09-07,1276
3336,2017-09-08,2094
3337,2017-09-11,1572
3338,2017-09-12,1002
3339,2017-09-13,1563
3340,2017-09-14,1345
3341,2017-09-15,1514
3342,2017-09-18,1156
3343,2017-09-19,1512
3344,2017-09-20,17272
3345,2017-09-21,2325
3346,2017-09-22,2664
3347,2017-09-25,1118
3348,2017-09-26,1492
3349,2017-09-27,1530
3350,2017-09-28,966
3351,2017-09-29,1053
3352,2017-10-02,1303
3353,2017-10-03,1520
3354,2017-10-04,1146
3355,2017-10-05,682
3356,2017-10-06,1142
3357,2017-10-09,1105
3358,2017-10-10,920
3359,2017-10-11,1777
3360,2017-10-12,779
3361,2017-10-13,1305
3362,2017-10-16,1102
3363,2017-10-17,10984
3364,2017-10-18,1849
3365,2017-10-19,1037
3366,2017-10-20,1388
3367,2017-10-23,597
3368,2017-10-24,1163
3369,2017-10-25,1049
3370,2017-10-26,626
3371,2017-10-27,1608
3372,2017-10-30,962
3373,2017-10-31,1073
3374,2017-11-01,1368
3375,2017-11-02,1031
3376,2017-11-03,1310
3377,2017-11-06,1060
3378,2017-11-07,1384
3379,2017-11-08,1152
3380,2017-11-09,1130
3381,2017-11-10,1770
3382,2017-11-13,1168
3383,2017-11-14,1096
3384,2017-11-15,1719
3385,2017-11-16,1400
3386,2017-11-17,1858
3387,2017-11-20,1083
3388,2017-11-21,10881
3389,2017-11-22,979
3390,2017-11-23,838
3391,2017-11-24,1659
3392,2017-11-27,884
3393,2017-11-28,960
3394,2017-11-29,1440
3395,2017-11-30,2043
3396,2017-12-01,1887
3397,2017-12-04,1323
3398,2017-12-05,2403
3399,2017-12-06,1088
3400,2017-12-07,2864
3401,2017-12-08,1824
3402,2017-12-11,1254
3403,2017-12-12,2461
3404,2017-12-13,815
3405,2017-12-14,1334
3406,2017-12-15,1250
3407,2017-12-18,1739
3408,2017-12-19,2246
3409,2017-12-20,1470
3410,2017-12-21,21843
3411,2017-12-22,1174
3412,2017-12-27,1160
3413,2017-12-28,738
3414,2017-12-29,1223
